Code,type,Profession
2749,AR,مهن وسيطة اخري في السياحة والفندقة غير مصنفة اعلاه
2749,AR,مهن وسيطة اخري في السياحة والفندقة غير مصنفة اعاله
2749,FR,autres professions intermédiaires en tourisme et hôtellerie n.c.a
2790,AR,مهن وسيطة في علوم الاعلام والمواصلات، اطر متوسطة مختصة في العلوم الاجتماعية ومهن وسيطة في الفن والرياضة والفرجة والخدمات الاخري غير مصنفة اعلاه
2790,AR,مهن وسيطة في علوم االعالم والمواصالت، اطر متوسطة مختصة في العلوم االجتماعية ومهن وسيطة في الفن والرياضة والفرجة والخدمات االخري غير مصنفة اعاله
2790,FR,"autres professions intermédiaires des sciences de l'information et de communication, cadres moyens spécialisés dans les sciences sociales, professions intermédiaires artistiques, sportives et du spectacle et autres services n.c.a"
2790,FR,"autres professions intermédiaires des sciences de l'information et de communication, cadres moyens spécialisés dans les sciences sociales, professions intermédiaires artistiques, sportives et du spectacle et autres services n.c.a."
2910,AR,تقنيون اخرون ومهن وسيطة اخري لم تصنف اعلاه
2910,FR,autres techniciens et professions intermédiaires n.c.a.
3111,FR,secrétaires (fonctions générales)
3111,AR,الكاتبون (مهام عا مة)
3111,AR,الكاتبون (مهام عامة)
3112,AR,الراقن ون ا كت و ب معالجة النصوص
3112,FR,dactylographes et opérateurs de traitement de texte
3112,AR,الراقنون وكتاب معالجة النصوص
3113,AR,الطابعون علي لوحة المفاتيح
3113,FR,opérateurs sur clavier numérique
3114,FR,"agents de bureau chargés des travaux administratifs (employés des bureaux d'ordre, du service du personnel, pointeurs...)"
3114,AR,اعوان المكتب المكلفون باالشغال االدارية(مستخدمو مكاتب الضبط، مستخدمو مصلحة الموظفين واعوان ضبط وقت الطاقم االداري)...
3114,AR,اعوان المكتب المكلفون بالاشغال الادارية (مستخدمو مكاتب الضبط، مستخدمو مصلحة الموظفين واعوان ضبط وقت الطاقم الاداري...)
3119,AR,مستخدمون اداريون غير مصنفين اعاله
3119,FR,"autres employés de bureau, fonctions générales n.c.a"
3119,FR,"autres employés de bureau, fonctions générales n.c.a."
3119,AR,مستخدمون اداريون غير مصنفين اعلاه
3121,AR,المحاسبون و ماسكو الدفاتر
3121,FR,aides comptables et teneurs de livres
3121,AR,المحاسبون وماسكو الدفاتر
3122,FR,employés des services de paie
3122,AR,مستخدمو مصالح دفع االجور
3122,AR,مستخدمو مصالح دفع الاجور
3123,FR,"employés des services statistiques, d'assurance, financiers"
3123,FR,"employés de services statistiques, d’assurance ou des financiers"
3123,AR,مستخدمو المصالح الاحصايية ومصالح التامين والمالية
3123,AR,مستخدمو المصالح االحصايية ومصالح التامين و المالية
3124,FR,employés du service des stocks
3124,AR,مستخدمو مصلحة تسيير المحزونات
3125,FR,employés du service d'ordonnancement de la production
3125,AR,اعوان مصلحة اعداد او مراقبة برامج العمل و االنتاج
3125,AR,اعوان مصلحة اعداد او مراقبة برامج العمل والانتاج
3126,AR,اعوان اداريون في النقل
3126,FR,employés du service des transports
3129,AR,مستخدمو المصالح المالية والمحاسبة والتموين والنقل غير مصنفين اعلاه
3129,FR,"autres employés des services comptables et financiers, d'approvisionnement et des transports n.c.a."
3129,FR,"autres employés des services comptables et financiers, d'approvisionnement et des transports n.c.a"
3129,AR,مستخدمو المصالح المالية و المحاسبة و التموين و النقل غير مصنفين اعاله
3131,FR,employés de bibliothèque
3131,AR,اعوان المكتبات
3132,AR,اعوان في البريد (باستثناء السعاة)
3132,FR,employés de service du courrier (non compris les facteurs)
3132,AR,اعوان في البريد(باستثناء السعاة)
3133,FR,classeurs-archivistes
3133,AR,اعوان في التوثيق و الربايد
3133,AR,اعوان في التوثيق والربايد
3139,AR,مستخدمون اداريون بالمكتبات والبريد والتوثيق والربايد غير مصنفين اعلاه
3139,FR,"autres employés de bibliothèque, de services du courrier et des archives n.c.a."
3139,FR,"autres employés de bibliothèque, de services du courrier et des archives n.c.a"
3139,AR,مستخدمون اداريون بالمكتبات و البريد و التوثيق و الربايد غير مصنفين اعاله
3141,AR,عاملون بالشبابيك في الابناك ومن يشابهونهم
3141,FR,guichetiers de banque et assimilés
3141,AR,عاملون بالشبابيك في االبناك و من يشابهونهم
3142,AR,مقرضون برهن حيازة ومقدمو المال للزباين
3142,FR,prêteurs sur gages et bailleurs de fonds
3143,FR,encaisseurs et assimilés
3143,AR,جباة ومحصلو المبالغ المالية ومن يشابهونهم
3144,FR,"agents administratifs en contact direct avec la population : facteurs, mokadems, cheikhs, agents de douane, agents délivrant des papiers administratifs à la population (état civil, passeports, autres pièces administratives) et autres agents assimilés"
3144,FR,"agents administratifs en contact direct avec la population : facteurs, mokadems, cheikhs, agents de douane, agents délivrant des papiers administratifs à la population : etat-civil, passeports et autres pièces administratives et autres agents assimilés"
3144,AR,اعوان اداريون لهم عالقة مباشرة مع الناس: سعاة البريد، مقدمون، شيوخ، اعوان مكلفون بتسليم اوراق ادارية(الحالة المدنية، جوازات السفر واوراق ادارية )اعوان الجمارك واعوان اخرين يشابهونهم
3144,AR,اعوان اداريون لهم علاقة مباشرة مع الناس: سعاة البريد ومقدمون وشيوخ واعوان مكلفون بتسليم اوراق ادارية (الحالة المدنية وجوازات السفر واوراق ادارية اخري) واعوان الجمارك واعوان اخرين يشابهونهم
3145,AR,مستخدمون اداريون بالقضاء :كتاب بالمحكمة ومن يشابهونهم
3145,FR,agent administratif de la justice : greffiers et assimilés
3145,AR,مستخدمون اداريون بالقضاء : كتاب بالمحكمة ومن يشابهونهم
3149,AR,مستخدمون لهم عالقة مباشرة مع الناس غير مصنفين اعاله
3149,AR,مستخدمون لهم علاقة مباشرة مع الناس غير مصنفين اعلاه
3149,FR,autres employés en contact direct avec la population n.c.a
3149,FR,autres employés en contact direct avec la population n.c.a.
3151,AR,مستخدمو وكالات الاسفار
3151,FR,employés des agences de voyages
3151,AR,مستخدمو وكاالت االسفار
3152,FR,employés des centres d'appel
3152,AR,مستخدمو مراكز النداء
3153,AR,العاملون في الهاتف وفي المقاسم الهاتفية
3153,FR,téléphonistes-standardistes
3154,FR,"réceptionnistes, hôtellerie"
3154,AR,العاملون في االستقبال في قطاع الفندقة
3154,AR,العاملون في الاستقبال في قطاع الفندقة
3155,FR,"employés, services d'information"
3155,AR,مستخدمو مصالح الارشاد
3155,AR,مستخدمو مصالح االرشاد
3156,AR,العاملون في الاستقبال دون اي تحديد
3156,FR,réceptionnistes (fonctions générales)
3156,AR,العاملون في االستقبال دون اي تحديد
3157,AR,مستخدمون في البحوث االحصايية و دراسة االسواق
3157,AR,مستخدمون في البحوث الاحصايية ودراسة الاسواق
3157,FR,"intervieweurs, enquêtes et études de marché"
3159,FR,autres employés chargés d'informer la clientèle n.c.a
3159,FR,autres employés chargés d'informer la clientèle n.c.a.
3159,AR,مستخدمون مكلفون باستقبال وارشاد الزبناء غير مصنفين اعلاه
3159,AR,مستخدمون مكلفون باستقبال وارشاد الزبناء غير مصنفين اعاله
3211,FR,superviseurs en commerce
3211,AR,مشرفون في التجارة
3212,FR,commis vendeurs en commerce de gros
3212,AR,اعوان المبيعات في التجارة بالجملة
3213,FR,commis vendeurs en commerce de détail
3213,AR,اعوان المبيعات في التجارة بالتقسيط
3214,FR,caissiers et billettistes
3214,AR,امناء الصناديق ومستخدمو بيع التذاكر
3215,FR,"vendeurs démonstrateurs, mannequins, démonstrateurs en magasin"
3215,AR,مروجو البضايع، عارضات الازياء ومروجو بالمتجر
3215,AR,مروجو البضايع، عارضات االزياء ومروجو بالمتجر
3219,FR,"autres commis vendeurs et employés de commerce n.c.a. (vendeurs par correspondance, télévendeurs, vendeurs sur internet, pompistes, etc.)"
3219,AR,اعوان اخرون للمبيعات ومستخدمون في التجارة ومروجون غير مصنفين اعلاه ( باعة بالمراسلة وعبر الانترنت وعمال محطات بيع البنزين ومن يشابهونهم)
